userName,score,date,ulasan
Iffan Deva Ananda,5,2020-06-26 14:44:40,Thank buat yang bikin aplikasi jadi lebih mudah mengkontrol emosi dan menghadapi kekecewaan dalam hidup. Smoga berkah buat yang bikin aplikasi ini karna sangat membantu banyak pihak termasuk saya
dinda felillah dwi ningrum,5,2020-06-26 10:28:47,Cukup bagus aplikasi ini apalagi untuk orang yang mengalami perubahan psikologis
Eko Yuniatin,5,2020-06-25 16:47:39,Bagaiman. Caranya
Siti Camellia,5,2020-06-25 06:21:24,Nice
Iqola Yusufi Iqbal,4,2020-06-24 09:38:10,Mantap
Ayu Fylda Perenika,4,2020-06-24 06:51:16,Bagus... Tapi baru pake sehari..
Dhea Amanda,5,2020-06-24 06:47:16,"Suka, ngerasa agak lebih tenang"
Hofar Ismail,5,2020-06-23 20:38:24,"Aplikasi yang bagus untuk digunakan, Namun saya mempunyai masukan, yaitu pemutar audio berhenti saat layar ponsel mati (pada Samsung A50s) Terimakasih untuk perhatiannya, dan saya tunggu perbaikannya."
Syarifah,5,2020-06-23 06:24:14,"Bagus sekali, sangat membantu mengatasi rasa cemas dan membuat pikiran menjadi santai"
Marsela Olivia,5,2020-06-22 09:15:01,"Aplikasi nya sangat membantu membuat tenang, serasa ada teman jadinya hihi btw yang baru gabung jangan lupa pake kode aku : fenwy5 biar bisa gratis 7 hari!"
Endah Ari ani,1,2020-06-21 11:48:02,Kenapa keluar teruss ya padahal baru buka app nya langsung di suruh keluar?? Whyyy?!
KLMahers,3,2020-06-21 04:34:02,Kenapa nggk bisa pembayaran lewat Akulaku ya?
Batindra bagus Hermawan,1,2020-06-20 16:19:03,Kog suruh bayar dulu sih kalo mau konsultasi
Meitama Lestarini,2,2020-06-20 12:49:05,"kenapa g bisa didownload sih, udah diulang berkali kali, tetep stuck di 95% aja"
Nurul Khasanah,5,2020-06-20 10:01:59,Sangat membantu mengurangi stress Terima kasih
ghza,1,2020-06-20 07:54:15,Tolong hapus reminder dari kalender saya. 😭😭😭😭
ikki,5,2020-06-19 12:51:49,sangat membantu
Fithri Fauziyyah,5,2020-06-19 07:55:15,Bagus aplikasinya. Kode referal : seOsGx
Pen word,5,2020-06-19 02:30:03,"Nice,sangat membantu"
Timo Freeman,5,2020-06-17 22:23:54,Sangat membantu
Adelina Lita,4,2020-06-17 11:17:32,"Baru bergabung , tapi sangat tertarik melihat banyak hal di dalam nya"
Natalie puspita,5,2020-06-17 10:06:09,Semua fitur-fitur yang tersedia sangat menarik dan bermanfaat bagi kesehatan mental. Good job!
Rasiti Wuryantini,5,2020-06-17 04:48:28,Baik
Stevanus Kurniawan Setiadi Tampubolon,5,2020-06-16 17:19:57,IwgudY mari berteman yu biar dapat vvip 1 minggu loh
Adinda Mulyawati,5,2020-06-15 08:53:53,"semoga depresi ku sembuh ✨ semangat ya buat yang lagi ngalamin hal serupa, kalian tidak sendirian ❤"
Umar Khayam,5,2020-06-14 07:46:15,Aplikasinya bagus dan bermanfaat.
Dinda Febrian_A2_PBSI 2023,5,2020-06-14 07:05:05,Sangat bagus
Vita,4,2020-06-13 09:59:01,suka
Zuhratuljinan Jinan,4,2020-06-12 14:39:12,Makasih buat saya tenang
Atika Atthahirah,5,2020-06-11 22:03:26,"Aplikasinya keren,"
MiBs :v,5,2020-06-11 17:24:20,Terima kasih
Dian Maharani,5,2020-06-11 16:37:17,"Aplikasinya membantu banget! Saya jadi lumayan rileks, nggak stress atau semurah dulu lagi, terimakasih. Btw yang baru daftar tambahin kode ku ya : qbvis4 biar bisa akses gratis 7 hari :)"
Iqbal Umam,5,2020-06-11 12:36:52,Makasih Riliv udah bantu ngerefresh pikiran ketika lagi burnout
dias husaeni,5,2020-06-11 12:34:01,Mantabb dahh
Iqbal alugoro,5,2020-06-10 19:16:14,"Aplikasi ini recommended sekali untuk yang lagi ngerasa sepi atau depresi atau rasa cemas seperti saya. Mau cerita dikit nih, Jadi hari ini 11 Juni 2020 adalah hari ulang tahun ku, tapi tak ada satupun orang yang mengucapkan selamat ulang tahun padaku 😢. Aku introvert, tapi aku sangat ingin mereka tau tentangku tapi aku pun tak mau terbuka. Sedih dan sepi selalu datang menghampiri, trus aku nemuin aplikasi ini, coba meditasi dan malam ini aku merasa lebih baik. Terimakasih banyak Riliv 😊"
Moon Light,5,2020-06-10 01:08:12,"apknya sangat membantu buat saya yg malu untuk curhat ketemen disini bisa,dan apk ini juga bisa buat saya lebih merasa tenang.nyesel kalo nggak donlowoad^^…"
Sulaiman Abdullah,1,2020-06-09 13:55:22,Nggak ada keterangan kalau konseling harus bayar. Absolutely supremely ampas 💋.
Silvi Susanti Lisdyawati,5,2020-06-09 12:05:53,"Yang awalnya diagnosis sendiri dan coba tes2 psikologis di internet ternyata salah besar, terima kasih Riliv atas konsultasinya 🤗"
HARIS Rahmad,5,2020-06-09 05:41:01,"Kasih bantuan dong ke warga miskin untuk diskonnya supaya orang miskin bisa terbantu masalah psikologisnya dgn aplikasi ini , karna menurut menurut gua orang miskin sakit psikologinya jauh lbh kompleks hahaha"
Hildia Pitaloka,5,2020-06-08 13:46:41,"Makasih banyak riliv.aku suka banget sama aplikasinya dan semua meditasi yg ada di riliv. Sumpah jadi relax,bawaanya besok jadi semangat jalanin aktivitas karna habis denger meditasi meditasinya❤❤❤❤"
Metta Indah,1,2020-06-08 12:46:06,"Kok, aplikasinya ga bisa di buka ya, di hp oppo aku? Tolong diperbaiki"
M2104 Peace,5,2020-06-08 09:44:22,Good
Rezky,3,2020-06-07 13:32:13,Gk kebuka selalu berhenti sendiri
Syhla Azk,5,2020-06-07 02:12:25,Dengan apk ini aku jdi sadar bahwa kita harus berterima kasih pd diri sendiri
Rizka Maulidina,5,2020-06-06 16:23:04,Bagus
akarin,5,2020-06-06 14:03:31,"Tenang banget make ini, terimakasih 💖💖🙏"
Breta Manao,5,2020-06-05 18:44:55,Sangat membantu 🧡
Aditya Putri,3,2020-06-05 11:23:08,"Baru mulai, semoga berhasil....yang butuh kode boleh dipakai oFBPmM"
Eti Sulastri,5,2020-06-04 19:25:39,👍👍👍👍👍
Gladys Mutiara,5,2020-06-04 06:58:08,Aplikasi ter love. Sukses selalu Riliv
MaDaRa Family,5,2020-06-04 02:53:13,Oke mantappppp
Sul,5,2020-06-03 13:44:10,"Hai, untuk dapat bebas akses gratis meditasi 7 hari bisa pakai kode refereal ini ya dztARL"
Made Sakila,5,2020-06-03 10:07:02,Keren
Kamila Kamila,5,2020-06-03 00:23:05,rekomen bgt parahh
Aqilah Wardhani,5,2020-06-02 16:32:43,"Benar benar merasa terbantu dengan riliv, biar lebih tenang dan mengatasi overthinking serta rasa panik dan kecemasan yang sering muncul tiba tiba. Terimakasih riliv telah menjadi teman terbaik untuk memulai hidup menjadi lebih bermakna 💗"
Mabdi Muhammad,5,2020-06-02 08:18:46,Bermanfaat sekali 😊👍
Agnes Astri,5,2020-05-31 16:08:37,Makasih ya. Pikiran langsung tenang dan insom ga ada lagi. Yuk yg mau gratis akses pakai voucher xN2ZjY
zadna qolbi chanel,5,2020-05-31 12:57:48,enak nggak ya gemes nya
Rajmi Isnani,5,2020-05-30 15:06:59,"Bagus,"
Dhea Novia,5,2020-05-30 12:16:09,Kode reveral : dIDnld
Agha thariq,5,2020-05-30 07:19:55,Membantu banget
rudi ruhdini,5,2020-05-29 01:52:09,damai
Dani,5,2020-05-27 09:47:40,Nyaman banget setelah gunain aplikasi ini. Yang mau free coba masukin kode voucher pSPBJg. Selamat mencoba
raraa,5,2020-05-27 06:48:19,Suka banget sama aplikasi nya. Ngebantu banget buat aku yg introvert. Pake kode referral aku ya gais.kode HXxRao. Kalian wajib download. ❤️❤️❤️
Thiên Nhi,5,2020-05-27 04:05:06,"Aplikasinya sangat membantu meningkatkan rileksasi saat tidur. Rasanya sangat cepat menuju Deep Sleep, menjadi pribadi yang lebih tenang dan Baik. Jangan Lupa klik kode : oKlUxl untuk gratis voucher meditasi selama 7 hari yaa.."
Huswatun Azmarina Yulandari,5,2020-05-26 02:46:44,Saya menyukainya
Elisa Natalita,5,2020-05-25 14:59:15,Bagus aplikasinya bisa bikin cepet tidur dan nenangin pikiran oh iya jalan lupa pake kode voucer ku TTifiQ
Hera Rusiani,5,2020-05-24 06:07:54,ApLikasih yG SanGat BaGus Recomed bGt Buat kaLian.. Ni Guys kode ReferraL Gratis 7 Hari buat kaLian yG Baru menGGunakan Kode referraL : cAADsI Jgn saLah ketik ya ! nikmati Gratis 7 Hari😊
PINZ Tutor,5,2020-05-23 20:17:17,"Recomended banget nih Aplikasi dijamin bisa menghilangkan pikiran stres, juga cocok untuk yg susah tidur dijamin langsung lelap, ayo download dan jangan lupa masukan kode referral saya: gXneGE Untuk bisa langsung dapet akses Premium gratis"
DATUN KONAWE,5,2020-05-22 14:56:49,Lebih tenang bersama hening
Rahmayani Agustine,5,2020-05-22 13:10:27,Aplikasi yang bagus banget. Baru pertama kali meditasi aja udah ngaruh banget. Bener2 rileks dan tenang. Untuk konselingnya. Lumayan ko. Aku ngerasa aman konseling di riliv
Andi Risda,5,2020-05-22 01:18:16,"Bagus banget aplikasinya, fitur-fitur yang ada juga sangat menarik. Untuk kamu pengguna baru, bisa gunakan kode referalku ""eGpYiI"""
Nazaiqa Ikhwannul Haq,5,2020-05-22 00:05:07,BoLmq5 di pake yaaaaa ^^
Apremada Luwita,5,2020-05-21 23:02:35,Terima kasih
Doming si malajuntak unyu unuu,4,2020-05-20 15:31:39,makasih sudah jadi teman curhat ku sendiri :)
Nur Sabrina Luthfi,4,2020-05-20 09:29:59,Jangan lupa pakai kode ini ya tTNNey
Qonita Irawan,5,2020-05-19 15:48:09,Thankyou
Matrea Nisya,5,2020-05-19 05:15:51,Pakai kode ini : JLNduF buat access riliv...aplikasinya bagus banget
Mize,5,2020-05-18 04:41:32,"Since I used Riliv, I was able to sleep well. Wake up in the morning so good. Thank you Riliv for making my sleep better 🙂🙏"
Rida Annum,1,2020-05-17 23:17:17,"Ini sudah kali ketiga saya mendownload aplikasi Riliv,dan kesemuanya tak boleh dibuka,kenapa ya? Apakah hanya di khususkan untuk jenis handphone tertentu saja?"
Ismail Setyodarmo,3,2020-05-17 10:42:19,Apakah ini bisa konsultasi seputar passion untuk jurusan kuliah nanti??
melanie anggraini,4,2020-05-17 02:39:29,RheKj0 gunakan kode ini
queembap,5,2020-05-16 21:29:25,"Aplikasi yang amat sangat bagus dan sangat membantu, apalagi meditasinya. Baru awal tapi saya sudah merasa sangat rileks dan tubuh saya terasa sangat nyaman. Ohiya untuk kalian pengguna baru bisa pakai kode referral untuk meditasi gratis selama 7 hari kodenya : Idtsue"
prianka aurora,4,2020-05-16 14:56:12,"kayaknya bagus, diliat dari reviewnya banyak yang bilang berhasil tidur sebelum jam 12. mau coba, nanti kalo bagus aku tambah bintangnya. btw jangan lupa pake kode JnQKHm buat dapet free access:))"
Andraya Fidela radesty,5,2020-05-15 17:32:04,YOAPBL pake kode voucher ku ya biar bisa dapat layanan konseling gratis😉
NF_ dhil_417,4,2020-05-15 03:58:06,👍
h,3,2020-05-13 18:30:52,kenapa harus pakai nomor telepon?
Ska 81,1,2020-05-12 10:15:47,Ini aplikasi nya Ber bayar.
Anisa dea Endarwati,4,2020-05-11 11:49:10,"ALxISA pakai kode ini untuk nikmatin promonya yah,,, ☺. Aku beri bintang 4 soalx baru join. Tapi aku saranin untuk teman2 semua, aplikasi ""Riliv"" ini aku recomended banget buat kalian untuk download. Sangat membantu."
Lilik Susmiati,1,2020-05-11 04:18:24,kenapa bayar?!
Azzahra Haerunnisa,5,2020-05-10 15:07:36,"Bagus Aplikasinya, dari yang bisanya ga tidur sampe pagi, tidur² siang-bangun sore. Udah 2 hari coba tidur dibawah jam 12, makasih lohh... Tapi untuk meditasi dibatasin, masa gratisnya, harus pake voucher :(.. wWCQYN pake kode voucherku ya. Semangat buat kalian💙"
Sunarti Nrt,5,2020-05-10 04:31:24,Sangat membantu
Chrismi NC,5,2020-05-09 10:17:12,Diperangkat ios masi blm ada :(
Dessemarini Dionisia,5,2020-05-09 05:20:43,Terimakasih mas Audrey. Berkat riliv saya bisa sedikit mengontrol emosi saya :)
Lia Lathifa,4,2020-05-08 23:10:29,"Lumayan membantu menenangkan pikiran, membawa tubuh rileks melalui meditasi dan konsultasi"
calista febriani,3,2020-05-08 15:35:12,"Maaf kenapa ya aplikasinya, kok setiap aku masuk selalu balik lagi kemenu utama dan setelah itu ada bacaan 'Riliv terhenti.' Padah aku liat menarit, tapi sayang gak bisa buka aplikasinya :("
Trifitika MaryaniTM,5,2020-05-08 08:26:50,"Aplikasi yang sangat membantu, untuk meningkatkan kesehatan mental.. Terutama untuk ysng sedang dilanda stress.."
Faiz Hakin,5,2020-05-07 19:30:04,Good aplikasi ini
Ade Indra Syaputra,4,2020-05-07 14:18:37,👍
Naufal Rhyo,5,2020-05-07 12:23:58,Aplikasi yang sangat membantu dalam belajar menguasai pikiran
Nazwa Nur Haquiza,4,2020-05-06 22:18:45,Nice
Galang Soux,5,2020-05-06 14:18:17,Mantap
Nur Imah,4,2020-05-05 07:15:23,Terimakasih kasih sangat membantu saya apalagi di saat susana sedang kacau dan membawa pikiran positif dan lebih tenang tapi sayang gk smua gratis... Oh ya setiap hari apa gonta-ganti meditasi kemarin meditasi kesukaan saya udah hilang
Nolnil Asus,4,2020-05-04 21:19:56,Mudah digunakan
Dessy Anggraeni,4,2020-05-04 13:02:45,"Lumayan bagus,tapi baru mencobanya .makasih lumayan Rilex pikirannya"
Nura Adini,5,2020-05-03 05:05:21,Aplikasi yang sangat sangat membantu
Putri Dian Lestari,5,2020-05-02 17:29:22,Bikin tenang jiwa raga♥️
Kaizen Kun,5,2020-05-01 10:36:11,aplikasi ini sangat membantu!!
toyib biyot,5,2020-04-29 17:53:10,Coba kalau free akses meditasinya tidak dibatasi.
Debora Mariska Sitanggang,3,2020-04-28 15:29:32,OQHcKj jangan lupa kode refeal ini yakss masih memulai
Pengguna Google,4,2020-04-27 13:11:11,"Cukup Baik. Tapi tidak sepenuhnya gratis :(. Saya harap pendapatan aplikasinya dapat dialihkan menjadi iklan sehingga aplikasinya bisa menjadi gratis. Karena mengetahui bahwa aku harus membeli sesuatu untuk tidak menjadi stress malah semakin membuat stress 😭. Maaf kalau terlalu berat permintaanya min, tp saya sangat percaya bahwa ini bisa diwujudkan. :'( Saya juga yakin teman2 pengguna lain jg berpikir demikian"
Pengguna Google,5,2020-04-27 07:06:02,"Rekomended bgt, baru coba meditasi skali aja udah suka.. yuk ikutan gabung, pke kode refferal ini eIMltB biar free 7 hari. Pgn nyoba konselingnya tp byr, gk ada free trialnya kah?? Hehe.."
Pengguna Google,5,2020-04-25 12:56:16,HifbOs Pakai kode tersebut untuk dapat vouchernya
Pengguna Google,5,2020-04-25 10:12:15,"Suka banget sama aplikasi ini, buat aku yang orangnya mudah marah jdi lebih tenang 😘"
Pengguna Google,5,2020-04-24 15:16:14,Sangat membantu bnget walaupun perlahan
Pengguna Google,3,2020-04-24 06:17:39,Nanti setelah konseling selesai saya tambah bintang nya
Pengguna Google,5,2020-04-23 23:40:23,Saya sangat suka. Terima kasih Riliv
Pengguna Google,3,2020-04-23 16:12:20,"Hallo riliv, saya sudah menuntaskan proses pembayaran untuk semua konten meditasi selama 2 bulan, tapi knpa saya masih tidak bisa mengakses semua konten meditasi tersebut. Mohin bantuan nya"
Pengguna Google,4,2020-04-23 12:53:12,"Bagus, sangat membantu aku yang susah tidur karena overthinking, jadi lebih bisa tidur cepat."
Pengguna Google,5,2020-04-22 09:09:38,Bagus bgttt
Pengguna Google,5,2020-04-21 23:32:12,"BgYfcQ pake kode ini biar km bisa nikmatin promonya. Jujur sih ini aplikasi bagus banget untuk kamu yang peduli dengan kesehatan mental dirimu sendiri, aku baru pake sehari tapi udah bisa lebih tenang dengan nikmatin fitur meditasi. Terimakasih"
Pengguna Google,4,2020-04-21 11:39:56,bagus. kodeku: aPBXlQ
Pengguna Google,1,2020-04-20 15:54:42,"Jujur gw lagi depresi berat, kirain disini gw bisa nemu jalan keluar dengan mudah ternyata kaga. Malah dijadikan lahan bisnis.. Gila nggak berkah banget ni aplikasi"
Pengguna Google,1,2020-04-20 04:00:22,Bagaimana cara bisa konseling gratis? Ternyata ada paketnya
Pengguna Google,1,2020-04-17 12:17:11,"Konselornya tidak tepat waktu, kami sudah atur janji, tapi konselornya masih blm merespon sangat kecewa dengan aplikasi ini :( padahal sudah ekspektasi tinggi sama aplikasi ini"
Pengguna Google,3,2020-04-17 10:47:41,gk bisa daftar kenapa
Pengguna Google,1,2020-04-17 06:03:53,Junk app.
Pengguna Google,5,2020-04-17 03:15:29,Okesip
Pengguna Google,5,2020-04-15 13:17:17,Sangat direkomendasikan untuk digunakan
Pengguna Google,1,2020-04-14 14:49:31,Aplikasi kek kontol gabisa masuk email apalah
Pengguna Google,5,2020-04-14 14:21:07,BAmwJg Pakai kode ini agar kamu bisa nikmati promo nya. Aku suka aplikasi ini bikin pikiran lebih tenang dan rasa kantuk pun datang lebih cepat. Rileks.
Pengguna Google,5,2020-04-14 14:10:14,Terimakasih
Pengguna Google,5,2020-04-14 11:10:27,"Aplikasi ini sangat berguna bagi saya, karena bisa membimbing saya untuk bermeditasi sejenak dan 'curhat' dengan psikolog. Apalagi disaat kondisi seperti sekarang, aplikasi ini sangat membantu dalam manajemen stress kepada saya yg termasuk tim medis di rumah sakit. Terimakasih."
Pengguna Google,5,2020-04-13 10:43:06,Sangat membantu dalam melakukan meditasi..
Pengguna Google,5,2020-04-12 13:58:23,"Jujur ga nyangka bisa sengebantu ini fiturnya buatku :( alhamdulillah slama ini bngung nyari referensi meditasi online dmn dan yaudah disini aja yg isinya juga udah lengkapp, oiya 150k untuk 1 tahun akses konten meditasi menurutku work banget siii ❤️"
Pengguna Google,4,2020-04-11 23:36:44,Bagus
Pengguna Google,5,2020-04-11 06:20:51,"Saya merasa lebih lega dan tenang ketika menggunakan aplikasi untuk pertama kalinya pada saat meditasi dasar hidup menjadi lebih damai rasanya,rasa cemas pun mulai hilang pokoknya. RECOMENDED bngt buat kalian yg ingin cari ketenangan dan kedamaian.👍👍👍👍"
Pengguna Google,5,2020-04-10 13:14:37,Sangat membantu sekali
Pengguna Google,5,2020-04-08 22:34:46,"Aplikasinya bagus sekali😍😘, aku suka banget."
Pengguna Google,5,2020-04-08 14:27:57,"Aplikasi yang sangat bermanfaat bagi semua orang, terimakasih Riliv! ^^"
Pengguna Google,5,2020-04-08 13:03:52,Cocok untuk relaksasi
Pengguna Google,5,2020-04-08 06:32:50,"Isi materinya bagus, meditasinya pun membantu bgt, jd bikini addict meditasi. Fitur tidur lelapnya asik jg trutama crita lelap, tp yaa sama, srg putus jg. Klo bs jg, tmbahin trus crita lelapnya. Edited, udah lancar app-nya skrg"
Pengguna Google,5,2020-04-06 15:52:08,"Bagus banget aplikasi ini, beneran diajarin meditasi dari nol pake audio ahli mediator yang bikin tenang banget, coba deh aplikasi ini bener bener bagus, saya yakin hidup saya jadi lebih baik lagi setelah tau meditasi"
Pengguna Google,5,2020-04-06 04:03:02,Membantu
Pengguna Google,5,2020-04-05 10:46:50,"Recommended!!! Ini obat mental buat diri sendiri. Kalo kita sulit mengatasi sendiri dan worry, bisa gunakan ini sebagai alat bantu buat diri lebih survive. Silahkan masukan kode 'lZBibZ' untuk dapatkan vouchernya."
Pengguna Google,5,2020-04-04 22:46:47,Sangat baik
Pengguna Google,5,2020-04-03 12:48:48,Sangat membantu
Pengguna Google,5,2020-04-03 11:46:41,Buat jadi temen curhat bagus temen di kala stres juga
Pengguna Google,5,2020-03-31 16:08:29,"Saran aja sih, lebih baik ditambah fitur download sesi meditasinya supaya pas gak ada sinyal bisa tetep pake riliv.. Dan bisa offline juga.. Terima kasih🙂"
Pengguna Google,5,2020-03-31 07:55:39,Keren aplikasi ini
Pengguna Google,5,2020-03-31 07:40:02,"Keren bagus illustrasinya, mungkin tambah fitur lain seperti aplikasi dari luar negeri"
Pengguna Google,5,2020-03-31 07:29:20,Membantu banget terutama di kalangan remaja kayak aku yg sering stress
Pengguna Google,5,2020-03-30 15:47:52,"Baru coba download seminggu,aplikasi bagus membantu saya yang insomia cepat tidur,tidur pulas,biasanya gelisah dan pelariannya hp sampai subuh,sekarang dibawah jam 12 malam sudah ngorok,bahkan nuansa hening rumah nyaman blm 45 menit sudah lelap,terima kasih ya,saya suka apalagi yang gratis😍"
Pengguna Google,5,2020-03-28 19:06:18,(opsional)
Pengguna Google,5,2020-03-28 11:41:40,Aplikasi yg bermanfaat..
Pengguna Google,5,2020-03-28 10:15:06,Sumpah ini tuh bikin relaksasi abis guys... Reccomend to try
Pengguna Google,5,2020-03-26 22:14:49,"Jann sipp juoss, gilak aplikasi paling berbobot berguna banget kalo lagi stress"
Pengguna Google,5,2020-03-24 09:53:47,Bermanfaat untuk menjalani kehidupan yang penat ini thanks riliv sangat keren❤️
Pengguna Google,5,2020-03-23 01:20:10,🌵🦕🌵🦕🌵🦕🌵🦕🌵🦕🌵🦕💆
Pengguna Google,5,2020-03-22 09:43:14,Sangat bermanfaat
Pengguna Google,1,2020-03-22 08:58:44,"Dilihat, dirasa, baru bintangx naik perlahan ya..?!! 😁😀"
Pengguna Google,5,2020-03-21 09:24:37,"Bagus sih, ini mungkin sugesti atau emang efek dari mengatur nafas. Jadi tubuh lebih ringan gitu, dan sakit kepala itu hilang."
Pengguna Google,5,2020-03-20 19:13:33,Suara jernih
Pengguna Google,5,2020-03-18 13:38:04,Baru pertama kali melakukan meditasi sangat mudah di pahami
Pengguna Google,5,2020-03-17 12:35:15,"Fiks.. bagus banget aplikasi nya, apalagi untuk remaja dimana banyak hal baru yang kita rasakan aplikasi ini worth it banget untuk menemani perubahan perubahan di dunia 'remaja' , aplikasi ini bukan hanya untuk orang orang yang punya masalah a.k.a stres a.k.a depresi tapi untuk yang sedang baik baik saja aku rasa worth sih untuk pakai aplikasi ini."
Pengguna Google,5,2020-03-16 14:53:28,"belajar meditasi dengan menggunakan aplikasi ini, dimulai dari hari ini."
Pengguna Google,1,2020-03-15 15:06:59,Gw udah langganan berbayar ni app tapi knapa crash?
Pengguna Google,2,2020-03-15 10:13:19,Kok gak bisa di download yah kayak gak nyambung nyambung
Pengguna Google,4,2020-03-13 22:25:52,Release di app store dong kak
Pengguna Google,5,2020-03-13 09:02:55,Semoga dapat membantuku😕
Pengguna Google,4,2020-03-13 00:09:17,"Insyaallah, ini dapat membantuku..."
Pengguna Google,5,2020-03-12 14:48:22,aplikasi bagus untuk mulai belajar meditasi agar tenang sehat dan bahagia
Pengguna Google,5,2020-03-12 05:50:56,sngt membantu
Pengguna Google,3,2020-03-12 01:45:22,Kurang worth untuk psikolognya :(
Pengguna Google,5,2020-03-09 16:11:28,"Ketika kesehatan mental harus menjadi perhatian juga selain kesehatan fisik, aplikasi ini sangat mendukung. Terima kasih 🙏🏻"
Pengguna Google,5,2020-03-08 05:41:56,"Sangat membantu dalam kehidupan sehari hari, saat penat , luangkan waktu buat meditasi, min 10 menit saja"
Pengguna Google,5,2020-03-07 16:06:28,Bagus bangetttttt
Pengguna Google,5,2020-03-07 00:20:10,Bagus bgt. Bikin hidupku lebih tenang. Bantu banget dalam mengendalikan emosi. Terutama saat mudah panik dan stress. Jd teman sebelum tidur.
Pengguna Google,5,2020-03-06 15:23:15,"Aplikasi bagus, bermanfaat.. Saran tambah/banyakin lagi metode pembayaran nya, biar lebih mudah kalau beli paket berlangganan.."
Pengguna Google,5,2020-03-05 02:56:23,Mantap
Pengguna Google,5,2020-03-04 18:25:56,The best lah. Even I am not upgrade for open all season but it still ok 😊 thanks
Pengguna Google,5,2020-03-03 15:15:49,Bagus kok. Beneran
Pengguna Google,5,2020-03-01 04:02:49,Dengan adanya riliv sangat bisa membantu untuk meredakan pikiran2 yg selalu saya pikirkan secara berlebihan yg ujungnya malah bikin stres Thanks riliv ! ✌🏻
Pengguna Google,4,2020-03-01 03:14:47,Saya mau tanya untuk konseling ada syarat dan ketentuannya yaitu tidak sedang ingin bunuh diri dan menyakiti diri sendiri.jika kedua hal itu dirasakan berarti tidak boleh mengikuti konseling?
Pengguna Google,5,2020-02-29 18:10:41,😇
Pengguna Google,5,2020-02-29 14:34:39,Terima kasih Riliv jadi merasa tidak sendiri lagi:)
Pengguna Google,5,2020-02-27 19:12:34,Great!
Pengguna Google,5,2020-02-27 04:40:05,Sangat membantu
Pengguna Google,3,2020-02-26 13:46:21,Sudah bs login dan respon cukup baik dari riliv
Pengguna Google,1,2020-02-26 03:29:49,"Saya sudah bayar, susah2 ingin keluh kesah. Aplikasi malah crash padahal sesi konseling sudah dimulai dan saya belum mendapat feedback dari psikolog untuk masalah saya. Sayang sekali fitur di aplikasi pun tidak memadai untuk saya mengeluhkan pelayanan."
Pengguna Google,4,2020-02-25 20:58:34,"Sangat membantu sekali. Tp terkadang saat meditasi di menit-menit terakhir suka berhenti, cukup mengganggu."
Pengguna Google,5,2020-02-25 12:34:12,😍😍😍
Pengguna Google,5,2020-02-25 06:49:16,Membantu sekali
Pengguna Google,5,2020-02-24 15:11:42,Terima kasih.. Saya baru download malam ini.. Dan sesi meditasi nya sangat sangat membantu saya yang gampang cemas dan gampang panik ini... 😊 terimaksih yah untuk siapapun yang turut menciptakan aplikasi hebat ini.. Semoga banyak rejeki dan banyak kebahagiaan aamiin🙏🏻😀🤗
Pengguna Google,5,2020-02-24 11:32:18,"Bagus sekali apk ini, sangat membantu sekali."
Pengguna Google,5,2020-02-24 04:37:47,Aku sangat membutuhkan aplikasi ini. Makasih ya buat kalian semua .
Pengguna Google,5,2020-02-24 01:40:38,Aplikasi bagus
Pengguna Google,2,2020-02-21 17:25:43,Gabisa di download pada internet bagus
Pengguna Google,5,2020-02-21 11:22:34,👌👌
Pengguna Google,5,2020-02-20 19:28:05,"Banyak fitur yg bisa membantu kita. Aplikasinya user friendly dan sering melakukan pembaruan❤️ Ada banyak sekali pilihan jenis meditasi yg disesuaikan dg permasalahan yg kita miliki. Ini aplikasi yg sangat bagus, walau masih pengguna awal, udah keliatan kalau aplikasinya emang sebagus itu. Nggak nyesel download aplikasi ini. Terima kasih karena sudah eksis, Riliv💕"
Pengguna Google,5,2020-02-20 06:43:39,Sesi meditasinya banyak dan beragam.
Pengguna Google,3,2020-02-19 15:47:50,"Bagus sih hanya saja konselor jadwalnya padat jadi jangan harap ketika butuh bisa lgsg dilayani ya, tetap pada antrean mu.."
Pengguna Google,1,2020-02-18 12:52:32,"Yahhh bayar kirain gratis , membantu orang kesusahan itu gratis."
Pengguna Google,5,2020-02-17 17:22:32,Bismillah semoga konseling nya berhasil disini :')
Pengguna Google,3,2020-02-17 16:40:35,Halo. Bagaimana cara melakukan pembayaran jika di luar indonesia?
Pengguna Google,1,2020-02-17 13:16:04,"Saya wni tinggal di nigeria, saya mau menggunakan aplikasi ini, tp saat saya mendaftarkan no hp (no nigeria) tidak bisa, mohon pencerahnnya"
Pengguna Google,2,2020-02-14 15:48:10,Proses gagal trs
Pengguna Google,2,2020-02-14 15:32:12,"mau daftar gagal gagal terus, rada kecewa 😪😴"
Pengguna Google,3,2020-02-14 02:58:17,Bintang 3 dulu.. Baru coba
Pengguna Google,1,2020-02-13 22:56:02,Bayaaranny mahal bnget
Pengguna Google,5,2020-02-13 05:05:34,Safe me
Pengguna Google,5,2020-02-11 01:44:13,Kusuka meditasinya
Pengguna Google,2,2020-02-07 11:25:48,"Saya sudah login menggunakan email saya dan saya mengakses beberapa video dgn baik, namun seminggu setelah itu, email saya tbtb terlogout, dan ketika saya login, bacaannya ""login succesfull"" namun tdk masuk ke aplikasi (login). Sudah saya reinstall jg ttp tdk bisa masuk. Itu kenapa, ya?"
